"","text.X","text.x","emotion","polarity"
"742",742," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"743",743," breaking news britney spears has stolen the covid vaccine motive s unknown ","unknown","negative"
"744",744," the executive governor of anambra state taking covid vaccine in the united states agbara nwaany u ecb u f a ","unknown","positive"
"745",745," italian year old woman gets covid vaccine ","unknown","positive"
"746",746," florida governor ron desantis is corruptly screwing with the covid vaccine rollout ","unknown","positive"
"747",747," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"748",748," omg so many people have died in los angeles county that officials have temporarily suspended air quality regulations tha ","unknown","negative"
"749",749," california pauses use of large batch of moderna covid vaccine ktla ","unknown","positive"
"750",750," no i had covid it self the purest and best posible vaccine posible","unknown","positive"
"751",751,"anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"752",752,"it s not going to be easy for covid to escape natural immunity which results from having covid recovering if ","unknown","positive"
"753",753," dr offit told me we should be greeting the covid vaccines with the same enthusiasm that greeted the polio vaccine it sho ","joy","positive"
"754",754," i have a question regarding the covid vaccine what is the timeframe after the nd vaccine booste ","unknown","negative"
"755",755," george natembeya has told those turkana mps asking to be evacuated to tell him who will help the gov t solve the problem ","unknown","neutral"
"756",756," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"757",757," california s top epidemiologist issued a statement sunday evening recommending a pause on the use of a huge batch of ","surprise","positive"
"758",758," anti vaccine groups receive more than in covid relief program the washington post ","unknown","neutral"
"759",759," immunity is not the privilege of the few but the right of all greater support is needed for developing countries in vaccine ","unknown","positive"
"760",760," their has been yr of research for hiv vaccine yrs of research for cancer no vaccine yet their is ongoing research ","unknown","negative"
"761",761," if the vaccine gives me the antibodies and i already had the antibodies because i already had covid why do i need to take ","unknown","negative"
"762",762," calif calls for pause on batch of moderna s covid vaccine after several ","unknown","positive"
"763",763,"do you agree world health organization says it s not right that younger healthier adults in wealthier countries ","unknown","positive"
"764",764," california halts injections of moderna covid vaccine batch due to higher than usual number of adverse events ","unknown","negative"
"765",765," maybe you should tell these dutch healthcare workers who agree with him ","unknown","positive"
"766",766," we call for clarity on uk s covid strategy in the sunday times we can t just depend on the vaccine ","unknown","positive"
"767",767," if none of the vaccines do prevent transmission but only prevent disease then the whole notion of vaccine passports ","unknown","negative"
"768",768," johnson johnson says its one dose covid vaccine generated both antibody and t cell responses against the virus with f ","unknown","negative"
"769",769,"a single dose nanoparticle vaccine for covid immunology ","unknown","positive"
"770",770," five key covid updates today hospitals warning positive vaccine news and gardai clampdown ","unknown","neutral"
"771",771," norway die in days following pfizer covid vaccine pfizer the number of incidents so far is not alarming an ","unknown","negative"
